smiles,homo
CC(CC=O)C(C)C=O,-0.2526
CC(CC=O)C(O)C=O,-0.2542
CC(CC=O)N(C)C=O,-0.2472
CC(NC=O)C(C)C=O,-0.249
CC(NC=O)C(O)C=O,-0.2567
CC(OC=N)C(C)C=O,-0.2508
CC(OC=N)C(O)C=O,-0.2678
CC(OC=O)C(C)C=O,-0.2571
CC(OC=O)C(O)C=O,-0.2834
OC(CC=O)C(O)C=O,-0.249
CC(CC=O)C1(C)CC1,-0.2462
CC(CC=O)C1(C)CO1,-0.2499
CC(CC=O)C1(O)CC1,-0.2488
CC(NC=O)C1(C)CC1,-0.2479
CC(NC=O)C1(C)CN1,-0.2423
CC(NC=O)C1(C)CO1,-0.2503
CC(NC=O)C1(O)CC1,-0.2457
CC(OC=N)C1(C)CO1,-0.257
CC(OC=N)C1(O)CC1,-0.258
CC(OC=O)C1(C)CC1,-0.2731
CC(OC=O)C1(C)CN1,-0.2491
CC(OC=O)C1(C)CO1,-0.2707
CC(OC=O)C1(O)CC1,-0.2728
CC1(CC1)C(O)CC=O,-0.2424
CC1(CN1)C(O)CC=O,-0.2468
CC1(CO1)C(O)CC=O,-0.2449
OC(CC=O)C1(O)CC1,-0.2495
CC(CC=O)C1CC1C,-0.2458
CC(CC=O)C1CC1O,-0.2407
CC(CC=O)C1CN1C,-0.2308
CC(CC=O)C1OC1C,-0.2529
CC(CC=O)N1CC1C,-0.2228
CC(NC=O)C1CC1C,-0.2481
CC(NC=O)C1CC1O,-0.2498
CC(NC=O)C1CN1C,-0.2276
CC(NC=O)C1NC1C,-0.2449
CC(NC=O)C1OC1C,-0.2542
CC(OC=N)C1CC1O,-0.2606
CC(OC=N)C1OC1C,-0.2612
CC(OC=O)C1CC1C,-0.2709
CC(OC=O)C1CC1O,-0.2605
CC(OC=O)C1CN1C,-0.239
CC(OC=O)C1NC1C,-0.2612
CC(OC=O)C1OC1C,-0.2766
CC1CC1C(O)CC=O,-0.2404
CC1NC1C(O)CC=O,-0.2452
CC1OC1C(O)CC=O,-0.2528
CN(CC=O)C1CC1O,-0.2102
CN1CC1C(O)CC=O,-0.2341
OC(CC=O)C1CC1O,-0.236
CC(CC=O)C1CCC1,-0.2462
CC(CC=O)C1CCO1,-0.2456
CC(CC=O)C1COC1,-0.2516
CC(NC=O)C1CCC1,-0.2465
CC(NC=O)C1CCO1,-0.2496
CC(NC=O)C1COC1,-0.2426
CC(OC=N)C1CCO1,-0.2472
CC(OC=N)C1COC1,-0.252
CC(OC=O)C1CCC1,-0.2727
CC(OC=O)C1CCO1,-0.255
CC(OC=O)C1COC1,-0.2578
CN(CC=O)C1COC1,-0.2284
OC(CC=O)C1CCC1,-0.2426
OC(CC=O)C1CCO1,-0.248
OC(CC=O)C1COC1,-0.2449
CC(=O)CC(O)CC=O,-0.2459
CC(CC(C)=O)NC=O,-0.2453
CC(CC(C)=O)OC=N,-0.2516
CC(CC(C)=O)OC=O,-0.259
CC(CC(N)=O)NC=O,-0.2398
CC(CC(N)=O)OC=N,-0.2516
CC(CC(N)=O)OC=O,-0.2606
CC(CC([O-])=O)NC=[NH2+],-0.2374
CC(CC=O)CC(C)=O,-0.246
CC(CC=O)CC(N)=O,-0.2463
CC(CC=O)NC(C)=O,-0.243
CC(CC=O)NC(N)=O,-0.2502
CC(CC=O)OC(C)=N,-0.2457
CC(CC=O)OC(C)=O,-0.2524
CC(CC=O)OC(N)=O,-0.2493
CC(=O)CN(C)CC=O,-0.2379
CN(CC=O)CC(=O)N,-0.2393
NC(=O)CC(O)CC=O,-0.2433
CC(CC1CC1)NC=O,-0.2471
CC(CC1CC1)OC=O,-0.2738
CC(CC1CO1)NC=O,-0.2433
CC(CC1CO1)OC=N,-0.2604
CC(CC1CO1)OC=O,-0.2718
CC(CC=O)CC1CC1,-0.2468
CC(CC=O)CC1CO1,-0.2494
CC(CC=O)CN1CC1,-0.24
CC(CC=O)OC1CC1,-0.2386
CC(CN1CC1)NC=O,-0.2414
CC(CN1CC1)OC=O,-0.249
CN(CC=O)CC1CN1,-0.2315
CN(CC=O)CC1CO1,-0.2304
OC(CC=O)CC1CC1,-0.2424
OC(CC=O)CC1CN1,-0.2441
OC(CC=O)CC1CO1,-0.2406
OC(CC=O)CN1CC1,-0.2415
CC(=O)C(O)CCC#C,-0.2592
CC(=O)C(O)CCC#N,-0.2811
CC(CCC#C)C(C)=O,-0.2423
CC(CCC#C)C(N)=O,-0.2441
CC(CCC#N)C(C)=O,-0.2535
CC(CCC#N)C(N)=O,-0.2552
CC([NH2+]CC#C)C([O-])=O,-0.2505
CC(NCC#N)C(C)=O,-0.2427
CC(NCC#N)C(N)=O,-0.2411
CC(OCC#C)C(C)=O,-0.2452
CC(OCC#C)C(N)=O,-0.2373
CC(OCC#N)C(C)=O,-0.2549
CC(OCC#N)C(N)=O,-0.252
CC(=O)N(C)CCC#C,-0.237
CN(CCC#C)C(=O)N,-0.2336
CC(=O)N(C)CCC#N,-0.2531
CN(CCC#N)C(=O)N,-0.2498
NC(=O)C(O)CCC#C,-0.2563
NC(=O)C(O)CCC#N,-0.2792
[NH3+]C(CCC#C)C([O-])=O,-0.2533
[NH3+]C(CCC#N)C([O-])=O,-0.2654
CC(CCC#C)C1CC1,-0.2554
CC(CCC#C)C1CO1,-0.2581
CC(CCC#C)N1CC1,-0.2282
CC(CCC#N)C1CC1,-0.2864
CC(CCC#N)C1CO1,-0.2755
CC(CCC#N)N1CC1,-0.2413
CC(NCC#N)C1CC1,-0.2419
CC(NCC#N)C1CN1,-0.2486
CC(NCC#N)C1CO1,-0.2457
CC(OCC#C)C1CC1,-0.2512
CC(OCC#C)C1CN1,-0.2376
CC(OCC#C)C1CO1,-0.253
CC(OCC#N)C1CC1,-0.2794
CC(OCC#N)C1CN1,-0.2459
CC(OCC#N)C1CO1,-0.2757
CN(CCC#N)C1CC1,-0.2162
OC(CCC#C)C1CC1,-0.2547
OC(CCC#C)C1CN1,-0.2441
OC(CCC#C)C1CO1,-0.2565
OC(CCC#N)C1CC1,-0.2826
OC(CCC#N)C1CN1,-0.2545
OC(CCC#N)C1CO1,-0.2771
CC(CC#C)NCC#N,-0.2484
CC(CC#C)OCC#C,-0.2528
CC(CC#C)OCC#N,-0.2668
CC(CC#N)NCC#C,-0.2452
CC(CC#N)NCC#N,-0.2633
CC(CC#N)OCC#C,-0.2653
CC(CC#N)OCC#N,-0.2956
CC(CCC#C)CC#C,-0.2582
CC(CCC#C)CC#N,-0.2691
CC(CCC#N)CC#C,-0.2703
CC(CCC#N)CC#N,-0.3242
CN(CCC#C)CC#N,-0.2423
CN(CCC#N)CC#C,-0.2373
CN(CCC#N)CC#N,-0.2567
NC(CCC#N)CC#N,-0.2685
OC(CCC#C)CC#C,-0.2551
OC(CCC#C)CC#N,-0.2684
OC(CCC#N)CC#C,-0.2711
OC(CCC#N)CC#N,-0.306
CC(CC=O)NCC#N,-0.247
CC(CC=O)OCC#C,-0.2438
CC(CC=O)OCC#N,-0.2552
CC(CCC#C)CC=O,-0.2505
CC(CCC#C)NC=O,-0.2535
CC(CCC#C)OC=O,-0.2659
CC(CCC#N)CC=O,-0.26
CC(CCC#N)NC=O,-0.2659
CC(CCC#N)OC=N,-0.2737
CC(CCC#N)OC=O,-0.2903
CN(CCC#C)CC=O,-0.2324
CN(CCC#N)CC=O,-0.2463
OC(CCC#C)CC=O,-0.2469
OC(CCC#N)CC=O,-0.2578
CC(=N)OCC(N)C#N,-0.2645
CC(=N)OCC(O)C#C,-0.2649
CC(=N)OCC(O)C#N,-0.2798
CC(=O)CCC(O)C#C,-0.2453
CC(=O)CCC(O)C#N,-0.2574
CC(=O)NCC(N)C#N,-0.245
CC(=O)NCC(O)C#C,-0.2438
CC(=O)NCC(O)C#N,-0.2578
CC(=O)OCC(N)C#N,-0.2715
CC(=O)OCC(O)C#C,-0.2708
CC(=O)OCC(O)C#N,-0.2883
CC(CCC(C)=O)C#C,-0.2457
CC(CCC(C)=O)C#N,-0.2564
CC(CCC(N)=O)C#C,-0.2474
CC(CCC(N)=O)C#N,-0.258
CC(CNC(C)=O)C#C,-0.2467
CC(CNC(C)=O)C#N,-0.2599
CC(CNC(N)=O)C#C,-0.2467
CC(CNC(N)=O)C#N,-0.2665
CC(COC(C)=N)C#C,-0.2621
CC(COC(C)=N)C#N,-0.2765
CC(COC(C)=O)C#C,-0.2681
CC(COC(C)=O)C#N,-0.287
CC(COC(N)=O)C#C,-0.2664
CC(COC(N)=O)C#N,-0.2816
CC(NCC(C)=O)C#N,-0.2427
CC(NCC(N)=O)C#N,-0.2425
CC([NH2+]CC([O-])=O)C#C,-0.2523
CC(OCC(C)=O)C#C,-0.2379
CC(OCC(C)=O)C#N,-0.2526
CC(OCC(N)=O)C#C,-0.2379
CC(OCC(N)=O)C#N,-0.2521
NC(=O)CCC(O)C#C,-0.2474
NC(=O)CCC(O)C#N,-0.2594
NC(=O)NCC(O)C#C,-0.2453
NC(=O)NCC(O)C#N,-0.2608
NC(=O)OCC(O)C#C,-0.265
NC(=O)OCC(O)C#N,-0.2861
NC(CCC(N)=O)C#N,-0.2603
[NH3+]C(CCC([O-])=O)C#C,-0.243
NC(CNC(N)=O)C#N,-0.2434
NC(COC(N)=O)C#N,-0.2775
CC(=N)OCC(O)C=O,-0.2758
CC(=O)CCC(O)C=O,-0.2482
CC(=O)NCC(O)C=O,-0.2487
CC(=O)OCC(O)C=O,-0.2793
CC(CCC(C)=O)C=O,-0.2449
CC(CCC(N)=O)C=O,-0.245
CC(CNC(C)=O)C=O,-0.2445
CC(CNC(N)=O)C=O,-0.2442
CC(COC(C)=N)C=O,-0.2514
CC(COC(C)=O)C=O,-0.2568
CC(COC(N)=O)C=O,-0.2552
CC(NCC(C)=O)C=O,-0.2344
CC(NCC(N)=O)C=O,-0.2351
CC([NH2+]CC([O-])=O)C=O,-0.2588
CC(OCC(C)=O)C=O,-0.2507
CC(OCC(N)=O)C=O,-0.2445
CC(=O)CCN(C)C=O,-0.2406
CN(CCC(=O)N)C=O,-0.241
CN(CCC([O-])=O)C=[NH2+],-0.223
NC(=O)CCC(O)C=O,-0.25
NC(=O)NCC(O)C=O,-0.2497
NC(=O)OCC(O)C=O,-0.2758
CC(CCC1CC1)C#C,-0.2553
CC(CCC1CC1)C#N,-0.2844
CC(CCC1CO1)C#C,-0.2589
CC(CCC1CO1)C#N,-0.2752
CC(CCN1CC1)C#C,-0.2337
CC(CCN1CC1)C#N,-0.2438
CC(COC1CC1)C#C,-0.2495
CC(COC1CC1)C#N,-0.2628
CC(NCC1CC1)C#N,-0.2361
CC(NCC1CN1)C#N,-0.2476
CC(NCC1CO1)C#N,-0.2472
CC(OCC1CC1)C#C,-0.2507
CC(OCC1CC1)C#N,-0.2742
CC(OCC1CN1)C#C,-0.2466
CC(OCC1CN1)C#N,-0.2563
CC(OCC1CO1)C#C,-0.2555
CC(OCC1CO1)C#N,-0.2788
NC(CCC1CC1)C#N,-0.2606
NC(CCC1CO1)C#N,-0.2704
NC(CCN1CC1)C#N,-0.2401
NC(CNC1CC1)C#N,-0.2355
NC(COC1CC1)C#N,-0.2537
OC(CCC1CC1)C#C,-0.261
OC(CCC1CC1)C#N,-0.2833
OC(CCC1CO1)C#C,-0.2651
OC(CCC1CO1)C#N,-0.2765
OC(CCN1CC1)C#C,-0.2335
OC(CCN1CC1)C#N,-0.245
OC(CNC1CC1)C#N,-0.2471
OC(COC1CC1)C#C,-0.2437
OC(COC1CC1)C#N,-0.2607
CC(CCC1CC1)C=O,-0.2436
CC(CCC1CO1)C=O,-0.2467
CC(CCN1CC1)C=O,-0.2385
CC(COC1CC1)C=O,-0.2487
CC(OCC1CC1)C=O,-0.2521
CC(OCC1CN1)C=O,-0.2522
CC(OCC1CO1)C=O,-0.247
CN(CCC1CC1)C=O,-0.2379
CN(CCC1CO1)C=O,-0.242
CN(CCN1CC1)C=O,-0.2384
OC(CCC1CC1)C=O,-0.2684
OC(CCC1CO1)C=O,-0.2671
OC(CCN1CC1)C=O,-0.2367
OC(COC1CC1)C=O,-0.2477
CC(=O)C(O)CCC=O,-0.251
CC(=O)C(O)CNC=O,-0.2544
CC(=O)C(O)COC=N,-0.2659
CC(=O)C(O)COC=O,-0.2741
CC(CCC=O)C(C)=O,-0.2452
CC(CCC=O)C(N)=O,-0.2464
CC(CNC=[NH2+])C([O-])=O,-0.2273
CC(CNC=O)C(C)=O,-0.2432
CC(CNC=O)C(N)=O,-0.245
CC(COC=N)C(C)=O,-0.2522
CC(COC=N)C(N)=O,-0.2532
CC(COC=O)C(C)=O,-0.2576
CC(COC=O)C(N)=O,-0.2594
CC(NCC=O)C(C)=O,-0.2332
CC(NCC=O)C(N)=O,-0.231
CC([NH2+]CC=O)C([O-])=O,-0.2598
CC(OCC=O)C(C)=O,-0.2485
CC(OCC=O)C(N)=O,-0.2474
CC(=O)N(C)CCC=O,-0.2404
CN(CCC=O)C(=O)N,-0.2366
NC(=O)C(O)CCC=O,-0.2493
NC(=O)C(O)CNC=O,-0.259
NC(=O)C(O)COC=N,-0.2658
NC(=O)C(O)COC=O,-0.2745
NC(CNC=[NH2+])C([O-])=O,-0.2359
[NH3+]C(CNC=O)C([O-])=O,-0.2459
[NH3+]C(COC=N)C([O-])=O,-0.2441
[NH3+]C(COC=O)C([O-])=O,-0.2687
OC(CNC=[NH2+])C([O-])=O,-0.2524
CC(CCC=O)C1CC1,-0.247
CC(CCC=O)C1CO1,-0.2492
CC(CCC=O)N1CC1,-0.2358
CC(CNC=O)C1CC1,-0.2477
CC(CNC=O)C1CO1,-0.2526
CC(CNC=O)N1CC1,-0.2395
CC(COC=N)C1CO1,-0.2617
CC(COC=O)C1CC1,-0.2754
CC(COC=O)C1CO1,-0.2779
CC(COC=O)N1CC1,-0.2495
CC(OCC=O)C1CC1,-0.2536
CC(OCC=O)C1CN1,-0.2447
CC(OCC=O)C1CO1,-0.2597
OC(CCC=O)C1CC1,-0.2481
OC(CCC=O)C1CN1,-0.248
OC(CCC=O)C1CO1,-0.2509
OC(CNC=O)C1CC1,-0.2483
OC(CNC=O)C1CN1,-0.2516
OC(CNC=O)C1CO1,-0.25
OC(COC=N)C1CC1,-0.2648
OC(COC=N)C1CN1,-0.2467
OC(COC=N)C1CO1,-0.2614
OC(COC=O)C1CC1,-0.2735
OC(COC=O)C1CN1,-0.264
OC(COC=O)C1CO1,-0.2784
CC(CC#C)OCC=O,-0.2555
CC(CC#N)NCC=O,-0.247
CC(CC#N)OCC=O,-0.263
CC(CCC=O)CC#C,-0.2511
CC(CCC=O)CC#N,-0.2602
CC(CNC=O)CC#C,-0.2537
CC(CNC=O)CC#N,-0.2636
CC(COC=N)CC#N,-0.2736
CC(COC=O)CC#C,-0.2717
CC(COC=O)CC#N,-0.2909
CN(CCC=O)CC#N,-0.2483
NC(CNC=O)CC#N,-0.2478
NC(COC=N)CC#N,-0.2599
NC(COC=O)CC#N,-0.2723
OC(CCC=O)CC#C,-0.2504
OC(CCC=O)CC#N,-0.2606
OC(CNC=O)CC#C,-0.2515
OC(CNC=O)CC#N,-0.2624
OC(COC=N)CC#C,-0.2588
OC(COC=N)CC#N,-0.2753
OC(COC=O)CC#C,-0.2718
OC(COC=O)CC#N,-0.2966
CC(CC=O)OCC=O,-0.2512
CC(CCC=O)CC=O,-0.2519
CC(CCC=O)NC=O,-0.2495
CC(CCC=O)OC=N,-0.2522
CC(CCC=O)OC=O,-0.2573
CC(CNC=O)CC=O,-0.2523
CC(CNC=O)NC=O,-0.2399
CC(CNC=O)OC=N,-0.2557
CC(CNC=O)OC=O,-0.2646
CC(COC=N)CC=O,-0.2576
CC(COC=N)NC=O,-0.2536
CC(COC=N)OC=N,-0.2602
CC(COC=N)OC=O,-0.2672
CC(COC=O)CC=O,-0.262
CC(COC=O)NC=O,-0.2652
CC(COC=O)OC=N,-0.2718
CC(COC=O)OC=O,-0.2835
CN(CCC=O)CC=O,-0.2385
OC(CCC=O)CC=O,-0.2529
OC(CNC=O)CC=O,-0.2558
OC(COC=N)CC=O,-0.2516
OC(COC=O)CC=O,-0.2571
CC(CCCC#C)C#C,-0.2574
CC(CCCC#C)C#N,-0.2691
CC(CCCC#N)C#C,-0.2693
CC(CCCC#N)C#N,-0.3235
CC(CNCC#C)C#N,-0.247
CC(CNCC#N)C#C,-0.2539
CC(CNCC#N)C#N,-0.2684
CC(COCC#C)C#C,-0.2605
CC(COCC#C)C#N,-0.2721
CC(COCC#N)C#C,-0.2734
CC(COCC#N)C#N,-0.3034
CC(NCCC#C)C#N,-0.2486
CC(NCCC#N)C#C,-0.2432
CC(NCCC#N)C#N,-0.2636
CC(OCCC#C)C#C,-0.2582
CC(OCCC#C)C#N,-0.273
CC(OCCC#N)C#C,-0.2706
CC(OCCC#N)C#N,-0.2994
NC(CCCC#C)C#N,-0.2653
NC(CCCC#N)C#N,-0.2745
NC(CNCC#C)C#N,-0.2537
NC(CNCC#N)C#N,-0.2686
NC(COCC#C)C#N,-0.2701
NC(COCC#N)C#N,-0.2786
OC(CCCC#C)C#C,-0.2592
OC(CCCC#C)C#N,-0.2691
OC(CCCC#N)C#C,-0.2773
OC(CCCC#N)C#N,-0.315
OC(CNCC#C)C#N,-0.2657
OC(CNCC#N)C#C,-0.2457
OC(CNCC#N)C#N,-0.2858
OC(COCC#C)C#C,-0.2513
OC(COCC#C)C#N,-0.2764
OC(COCC#N)C#C,-0.265
OC(COCC#N)C#N,-0.3117
CC(CCCC#C)C=O,-0.2479
CC(CCCC#N)C=O,-0.2569
CC(CNCC#N)C=O,-0.2528
CC(COCC#C)C=O,-0.2559
CC(COCC#N)C=O,-0.2628
CC(NCCC#N)C=O,-0.2517
CC(OCCC#C)C=O,-0.2575
CC(OCCC#N)C=O,-0.2671
CN(CCCC#C)C=O,-0.2431
CN(CCCC#N)C=O,-0.2543
OC(CCCC#C)C=O,-0.2615
OC(CCCC#N)C=O,-0.2854
OC(CNCC#N)C=O,-0.25
OC(COCC#C)C=O,-0.2632
OC(COCC#N)C=O,-0.2769
CC(CCCC=O)C#C,-0.2503
CC(CCCC=O)C#N,-0.2594
CC(CCNC=O)C#C,-0.2525
CC(CCNC=O)C#N,-0.2627
CC(CCOC=N)C#N,-0.2724
CC(CCOC=O)C#C,-0.2704
CC(CCOC=O)C#N,-0.2898
CC(CNCC=O)C#N,-0.2575
CC(COCC=O)C#C,-0.2599
CC(COCC=O)C#N,-0.2695
CC(NCCC=O)C#N,-0.2542
CC(OCCC=O)C#C,-0.2558
CC(OCCC=O)C#N,-0.2622
NC(CCNC=O)C#N,-0.249
NC(CCOC=N)C#N,-0.2676
NC(CCOC=O)C#N,-0.285
OC(CCCC=O)C#C,-0.2495
OC(CCCC=O)C#N,-0.2594
OC(CCNC=O)C#C,-0.2517
OC(CCNC=O)C#N,-0.2629
OC(CCOC=N)C#C,-0.2613
OC(CCOC=N)C#N,-0.2726
OC(CCOC=O)C#C,-0.2766
OC(CCOC=O)C#N,-0.29
OC(CNCC=O)C#N,-0.2719
OC(COCC=O)C#C,-0.2387
OC(COCC=O)C#N,-0.2678
CC(CCCC=O)C=O,-0.2499
CC(CCNC=O)C=O,-0.2496
CC(CCOC=N)C=O,-0.2549
CC(CCOC=O)C=O,-0.2593
CC(COCC=O)C=O,-0.2589
CC(OCCC=O)C=O,-0.2596
CN(CCCC=O)C=O,-0.2474
CN(CCNC=O)C=O,-0.2422
CN(CCOC=N)C=O,-0.2482
CN(CCOC=O)C=O,-0.2558
OC(CCCC=O)C=O,-0.252
OC(CCNC=O)C=O,-0.2564
OC(CCOC=N)C=O,-0.2638
OC(CCOC=O)C=O,-0.2809
OC(CNCC=O)C=O,-0.2402
OC(COCC=O)C=O,-0.241
CC1(C#C)C2C3C1CN23,-0.2405
CC1(C#C)C2C3CC1C23,-0.2456
CC1(C#C)C2C3CC1N23,-0.2442
CC1(C#C)C2C3CN1C23,-0.2294
CC1(C#C)C2C3OC1C23,-0.232
CC1(C#C)C2CC3C2N13,-0.2393
CC1(C#N)C2C3C1CN23,-0.2579
CC1(C#N)C2C3CC1C23,-0.2698
CC1(C#N)C2C3CC1N23,-0.2641
CC1(C#N)C2C3CN1C23,-0.2498
CC1(C#N)C2C3OC1C23,-0.2552
CC1(C#N)C2CC3C2N13,-0.2609
NC1(C#N)C2C3C1CN23,-0.2507
NC1(C#N)C2C3CC1C23,-0.2524
NC1(C#N)C2C3CC1N23,-0.2588
NC1(C#N)C2C3NC1C23,-0.2411
NC1(C#N)C2C3OC1C23,-0.2503
OC1(C#C)C2C3C1CN23,-0.2393
OC1(C#C)C2C3CC1C23,-0.249
OC1(C#C)C2C3CC1N23,-0.2501
OC1(C#C)C2C3OC1C23,-0.2398
OC1(C#N)C2C3C1CN23,-0.2592
OC1(C#N)C2C3CC1C23,-0.2725
OC1(C#N)C2C3CC1N23,-0.2703
OC1(C#N)C2C3NC1C23,-0.25
OC1(C#N)C2C3OC1C23,-0.2656
CC1(C#C)C2C3CC2C13,-0.2507
CC1(C#C)C2C3CC2N13,-0.2309
CC1(C#C)C2C3CN2C13,-0.2328
CC1(C#C)C2C3OC2C13,-0.2343
CC1(C#N)C2C3CC2C13,-0.2984
CC1(C#N)C2C3CC2N13,-0.2528
CC1(C#N)C2C3CN2C13,-0.2509
CC1(C#N)C2C3OC2C13,-0.2527
NC1(C#N)C2C3CC2C13,-0.266
NC1(C#N)C2C3CN2C13,-0.2505
NC1(C#N)C2C3OC2C13,-0.2511
OC1(C#C)C2C3CC2C13,-0.2529
OC1(C#C)C2C3CN2C13,-0.2368
OC1(C#C)C2C3OC2C13,-0.2341
OC1(C#N)C2C3CC2C13,-0.2869
OC1(C#N)C2C3CN2C13,-0.2549
OC1(C#N)C2C3NC2C13,-0.2446
OC1(C#N)C2C3OC2C13,-0.2542
CC1(C#C)C2C3CC3C12,-0.2151
CC1(C#C)C2C3CC3N12,-0.2224
CC1(C#C)C2C3CN3C12,-0.2251
CC1(C#C)C2C3NC3C12,-0.2133
CC1(C#C)C2C3OC3C12,-0.2382
CC1(C#N)C2C3CC3C12,-0.2338
CC1(C#N)C2C3CC3N12,-0.2434
CC1(C#N)C2C3CN3C12,-0.2461
CC1(C#N)C2C3NC3C12,-0.231
CC1(C#N)C2C3OC3C12,-0.2593
NC1(C#N)C2C3CC3C12,-0.2263
NC1(C#N)C2C3CN3C12,-0.2422
NC1(C#N)C2C3NC3C12,-0.2241
NC1(C#N)C2C3OC3C12,-0.2403
OC1(C#C)C2C3CC3C12,-0.2152
OC1(C#C)C2C3CN3C12,-0.2276
OC1(C#C)C2C3NC3C12,-0.2271
OC1(C#C)C2C3OC3C12,-0.2396
OC1(C#N)C2C3CC3C12,-0.2344
OC1(C#N)C2C3CN3C12,-0.249
OC1(C#N)C2C3NC3C12,-0.2459
OC1(C#N)C2C3OC3C12,-0.2692
CC1(C#C)C2CC(=O)C12,-0.2438
CC1(C#C)C2CC(=O)N12,-0.2512
CC1(C#C)C2N1CC2=O,-0.2468
CC1(C#C)C2NC(=O)C12,-0.2448
CC1(C#C)C2OC(=N)C12,-0.2521
CC1(C#C)C2OC(=O)C12,-0.2666
CC1(C#N)C2CC(=N)N12,-0.2655
CC1(C#N)C2CC(=O)C12,-0.2633
CC1(C#N)C2CC(=O)N12,-0.2716
CC1(C#N)C2N1CC2=O,-0.2696
CC1(C#N)C2NC(=O)C12,-0.2678
CC1(C#N)C2OC(=N)C12,-0.2806
CC1(C#N)C2OC(=O)C12,-0.2994
NC1(C#C)C2OC(=N)C12,-0.2364
NC1(C#C)C2OC(=O)C12,-0.2464
NC1(C#N)C2NC(=O)C12,-0.2646
NC1(C#N)C2OC(=N)C12,-0.276
NC1(C#N)C2OC(=O)C12,-0.2918
OC1(C#C)C2CC(=O)C12,-0.2437
OC1(C#C)C2NC(=O)C12,-0.2476
OC1(C#C)C2OC(=N)C12,-0.2502
OC1(C#C)C2OC(=O)C12,-0.2636
OC1(C#N)C2CC(=O)C12,-0.2644
OC1(C#N)C2OC(=N)C12,-0.2797
CC1(C#C)C2CC1C2=O,-0.2432
CC1(C#C)C2NC1C2=O,-0.2523
CC1(C#C)C2OC1C2=O,-0.2622
CC1(C#N)C2CC1C2=O,-0.2604
CC1(C#N)C2NC1C2=O,-0.2696
CC1(C#N)C2OC1C2=O,-0.2803
OC1(C#C)C2CC1C2=O,-0.2433
OC1(C#C)C2NC1C2=O,-0.2512
OC1(C#C)C2OC1C2=O,-0.2601
OC1(C#N)C2CC1C2=O,-0.2626
OC1(C#N)C2NC1C2=O,-0.2717
OC1(C#N)C2OC1C2=O,-0.2814
CC1(C#C)C2CC1C=C2,-0.2272
CC1(C#C)C2OC1C=C2,-0.2377
CC1(C#N)C2CC1C=C2,-0.2445
CC1(C#N)C2NC1C=C2,-0.2359
CC1(C#N)C2OC1C=C2,-0.2572
NC1(C#N)C2CC1C=C2,-0.2421
NC1(C#N)C2NC1C=C2,-0.2361
NC1(C#N)C2OC1C=C2,-0.2543
OC1(C#C)C2CC1C=C2,-0.2292
OC1(C#C)C2NC1C=C2,-0.2299
OC1(C#C)C2OC1C=C2,-0.2406
OC1(C#N)C2CC1C=C2,-0.2483
OC1(C#N)C2NC1C=C2,-0.2487
OC1(C#N)C2OC1C=C2,-0.2607
CC1(C#C)C2CC1CC2,-0.2521
CC1(C#C)C2CC1OC2,-0.2362
CC1(C#C)C2CCC1O2,-0.251
CC1(C#N)C2CC1CC2,-0.295
CC1(C#N)C2CC1OC2,-0.2562
CC1(C#N)C2CCC1N2,-0.2475
CC1(C#N)C2CCC1O2,-0.2695
CC1(C#N)C2CN1CC2,-0.2468
NC1(C#N)C2CC1CC2,-0.2648
NC1(C#N)C2CC1OC2,-0.2552
NC1(C#N)C2CCC1N2,-0.2466
NC1(C#N)C2CCC1O2,-0.2662
OC1(C#C)C2CC1CC2,-0.2512
OC1(C#C)C2CC1OC2,-0.2325
OC1(C#C)C2CCC1O2,-0.2529
OC1(C#N)C2CC1CC2,-0.2852
OC1(C#N)C2CC1OC2,-0.2552
OC1(C#N)C2CCC1N2,-0.253
OC1(C#N)C2CCC1O2,-0.2735
CC1(C#C)C2CC2C1=O,-0.2364
CC1(C#C)C2CN2C1=O,-0.2441
CC1(C#C)C2NC2C1=O,-0.2373
CC1(C#C)C2OC2C1=O,-0.2435
CC1(C#C)N2CC2C1=O,-0.2432
CC1(C#N)C2CC2C1=O,-0.2615
CC1(C#N)C2CN2C1=N,-0.2701
CC1(C#N)C2CN2C1=O,-0.2689
CC1(C#N)C2NC2C1=O,-0.2612
CC1(C#N)C2OC2C1=O,-0.269
CC1(C#N)N2CC2C1=O,-0.2675
NC1(C#C)C2CN2C1=O,-0.2459
NC1(C#N)C2CN2C1=N,-0.254
NC1(C#N)C2CN2C1=O,-0.2557
OC1(C#C)C2CC2C1=O,-0.2333
OC1(C#C)C2CN2C1=N,-0.2494
OC1(C#C)C2CN2C1=O,-0.2437
OC1(C#C)C2NC2C1=O,-0.2323
OC1(C#C)C2OC2C1=O,-0.2391
OC1(C#N)C2CC2C1=O,-0.2588
OC1(C#N)C2CN2C1=N,-0.2705
OC1(C#N)C2CN2C1=O,-0.2683
OC1(C#N)C2NC2C1=O,-0.2595
OC1(C#N)C2OC2C1=O,-0.2672
CC1(C#C)C2C=CCN12,-0.2172
CC1(C#C)C2CC=CC12,-0.2219
CC1(C#C)C2CN=CN12,-0.239
CC1(C#C)C2OC=NC12,-0.2336
CC1(C#N)C2C=CCN12,-0.2404
CC1(C#N)C2CC=CC12,-0.2466
CC1(C#N)C2CN=CN12,-0.2629
CC1(C#N)C2OC=NC12,-0.263
NC1(C#C)C2OC=NC12,-0.2312
NC1(C#N)C2CC=CC12,-0.2334
